player_name,college,rank,height,weight,bats/throws,hometown,drafted,debuted,travel_team,notes,class_year
Justin Williams,Louisiana State,24,6-3,215,L/R,"Houma, LA",Rd 2 by Diamondbacks (2013),Rays (2018),Marucci Elite,"Outstanding @ PG National, Huge Power, plus bat speed, really coming on strong as expected. Power stood out at PG AA. Won HR Derby",2013
Ryan McMahon,Southern California,25,6-3,195,L/R,"Yorba Linda, CA",Rd 2 by Rockies (2013),None,None,Interesting bat to watch. Stood out at Area Codes,2013
Riley Unroe,Southern California,26,6-0,180,S/R,"Mesa, AZ",Rd 2 by Rays (2013),None,AZ D'Backs Elite,"Outstanding all around talent. 6.40 runner, 91 OF, 88 IF and very interesting bat @ PG National",2013
Jan Alexis Hernandez,None,27,6-3,195,R/R,"San Lorenzo, PR",Rd 3 by Phillies (2013),None,Team Mizuno PR,Showed very well with the bat @ PG National. Excellent bat speed and power potential,2013
Clinton Hollon,Kentucky,28,6-1,195,R/R,"Lexington, KY",Rd 2 by Blue Jays (2013),None,Kentucky Baseball Club,"Electric Arm, 90-94 mph up to 96 mph at WWBA, Showed well @ PG National",2013
Hunter Green,Kentucky,29,6-4,180,L/L,"Bowling Green, KY",Rd 2 by Angels (2013),None,Marucci Elite,"Very good loose, easy arm that was up to 91 mph. Good athlete and ran a 6.6 sixty",2013
Josh Hart,Georgia Tech,30,6-2,180,L/L,"Lilburn, GA",Rd 1 Comp by Orioles (2013),None,East Cobb Braves,"Very good all around player, showed well at WWBA and PG National. Ran a 6.49 and showed nice LH stroke",2013
Zack Collins,Miami,31,6-2,209,L/R,"Pembroke Pines, FL",Rd 1 by White Sox (2016),White Sox (2019),South Florida Elite Squad,"Outstanding LH bat, Big power, has absolutely mashed at WWBA events. WWBA 16U MVP, Showed big power bat @ PG National",2013
Kyle Serrano,Tennessee,32,6-0,185,R/R,"Knoxville, TN",Rd 10 by Astros (2017),None,None,Low 90's and knows how to pitch. Very good at WWBA World Championship and up to 92,2013
Jacob Brentz,Missouri,33,6-2,195,L/L,"Ballwin, MO",Rd 11 by Blue Jays (2013),Royals (2021),Midwest Titans,"Big time LHP. Up to 94 mph at WWBA. Very high ceiling, Arm really works well. 94 again at PG Indoor, Touched 97 in PG Spring League",2013
Carlos Salazar,Fresno State,34,6-2,205,R/R,"Kerman, CA",Rd 3 by Braves (2013),None,None,Power arm up to 96 mph at WWBA World Championship,2013
Dustin Driver,UCLA,35,6-2,210,R/R,"Wenatchee, WA",Rd 7 by Athletics (2013),None,None,"Sat 91-93 mph @ PG National, Have seen 94. Very interesting power arm.",2013
Thomas Milone,University of Connecticut,36,6-0,185,L/L,"Monroe, CT",Rd 3 by Rays (2013),None,Ct Gamers,Stood out at ECP and Area Codes,2013
Stephen Wrenn,Georgia,37,6-2,175,R/R,"Marietta, GA",Rd 6 by Astros (2016),None,East Cobb Astros,"Good athlete, very good runner, bat to watch",2013
Jordan Sheffield,Vanderbilt,38,6-0,180,R/R,"Tullahoma, TN",Rd 1 Comp by Dodgers (2016),Rockies (2021),Knights Baseball,"Fast Arm, loose easy AA, Up to 95 mph at WWBA, and very good at PG National. Up to 98 mph @ WWBA WC with a hammer!",2013
Tyler Danish,Florida,39,6-0,170,R/R,"Valrico, FL",Rd 2 by White Sox (2013),White Sox (2016),Chet Lemon's Juice,Up to 94 mph with outstanding pitchability. Good offspeed MVPitcher WWBA Under and WWBA World Championship,2013
Brett Morales,Florida,40,6-2,190,R/R,"Tampa, FL",Rd 24 by Reds (2013),None,Orlando Scorpions,Outstanding arm really stood out @ PG National with 94 mph FB and good off speed,2013
Jonah Wesely,UCLA,41,6-2,215,L/L,"Tracy, CA",Rd 11 by Angels (2013),None,Team Elite,"Very good arm strength, Up to 92 @ PG National and showed a nice breaking ball. Keeps getting better lights out at WWBA WC!",2013
Christopher Rivera,None,42,6-0,180,R/R,"Fullerton, CA",Rd 7 by Cardinals (2013),None,Marucci Elite,"Nice, easy swing and ball jumps off bat, Very good defensive MIF, Also lights out on mound 90-92 @ PG National",2013
Cord Sandberg,Mississippi State,43,6-3,215,L/L,"Bradenton, FL",Rd 3 by Phillies (2013),None,HS BB Club,"Great athlete, very good in the OF, Stood out with the bat @ PG National, Very good swing with power, Also a FB star",2013
Dusty Peterson,Arizona State,44,5-11,170,R/R,"Gilbert, AZ",None,None,None,Very good all around player,2013
Tucker Neuhaus,Louisville,45,6-3,190,L/R,"Tampa, FL",Rd 2 Comp by Brewers (2013),None,Florida Hardballers,Keeps getting better each time we see him. Projectable at bat. ,2013
Andrew Dunlap,Rice,46,5-11,235,R/R,"Houston, TX",Rd 33 by Nationals (2013),None,Marucci Elite,Big power arm up to 96 mph @ PG Indoor. Huge power bat as well,2013
Brian Navarreto,Jacksonville,47,6-3,200,R/R,"Jacksonville, FL",Rd 6 by Twins (2013),Marlins (2020),East Cobb Braves,Showed outstanding defensive ability @ PG National and projects with the bat.,2013
Matthew McPhearson,Miami,48,5-10,170,L/L,"Columbia, MD",Rd 4 by Diamondbacks (2013),None,Marucci Elite,"Good athlete, can really run (6,21 @ PG National) and nice left-handed swing",2013
Blake Taylor,Hawaii,49,6-3,195,L/L,"Mission Viejo, CA",Rd 2 by Pirates (2013),Astros (2020),None,Up to 92 mph at Area Codes,2013
Garrett Williams,Oklahoma State,50,6-2,195,L/L,"Shreveport, LA",Rd 7 by Giants (2016),None,Marucci Elite,"Very good LHP, Pitches in the low 90's with a very nice breaking ball",2013
Brady Aiken,None,1,6-4,205,L/L,"Cardiff by the Sea, CA",Rd 1 by Indians (2015),None,San Diego Show,"Easy low 90's with very good pitchability. Very good breaking ball, Adding velo this spring Watch out! Mid 90's now",2014
Tyler Kolek,TCU,2,6-5,250,R/R,"Shepherd, TX",Rd 1 by Marlins (2014),None,Houston Heat,Big RHP was up to 97 mph at PG National. Arm works well and off speed shows good potential. Up to 99 mph at PG All American Game. Very impressive so far this spring,2014
Nicholas Gordon,Florida State,3,6-2,170,L/R,"Windermere, FL",Rd 1 by Twins (2014),Twins (2021),FTB Chandler Team,"Good athlete, really projects both ways, outstanding defensive SS stood out at WWBA, BCS and PG Nat., great bloodlines, up to 94 @ PG World, Very good at PG All American Game. Keeps getting better and bat was best we have seen it at PG World",2014
Alex Jackson,Oregon,4,6-2,210,R/R,"Escondido, CA",Rd 1 by Mariners (2014),Braves (2019),San Diego Show,"Huge power, very good defensive catcher, Also play OF well. Has all the tools, outstanding at PG Nat. Games and Area Codes. Outstanding at PG National. PG All American",2014
Touki Toussaint,Vanderbilt,5,6-2,195,R/R,"Coral Springs, FL",Rd 1 by Diamondbacks (2014),Braves (2018),Atlanta Blue Jays,Dominant @ WWBA WC. FB up to 97 mph and showed a very good CB. Showed well at PG National. up to 95 at PG AA,2014
Kodi Medeiros,Pepperdine,6,6-0,185,L/L,"Hilo, HI",Rd 1 by Brewers (2014),None,Big League,Can flat out pitch! Unhittable and up to 95 at PG AA. Excellent breaking ball. Impressed at WWBA World Championship,2014
Grant Holmes,Florida,7,6-2,190,L/R,"Conway, SC",Rd 1 by Dodgers (2014),None,Evoshield Canes,Outstanding at PG National. FB up to 96 mph with a very good breaking ball. Dominant at PG WS and PG AA. Good in Jupiter,2014
Sean Reid-Foley,Florida State,8,6-3,208,R/R,"Jacksonville, FL",Rd 2 by Blue Jays (2014),Blue Jays (2018),FTB Chandler,Dominated at PG National and up to 94 mph! Impressed all summer at WWBA and PG AA. Very good at WWBA World Championship,2014
Michael Gettys,Georgia,9,6-2,205,R/R,"Gainesville, GA",Rd 2 by Padres (2014),None,Tigers Baseball,"Very impressive 2 way prospect! Showed big power, 100 mph from OF arm, 6.4 runner and mid 90's on the mound at PG National! Smoked 2B in PG AA",2014
Jacob Gatewood,Southern California,10,6-5,190,R/R,"Clovis, CA",Rd 1 Comp by Brewers (2014),None,San Diego Show,"Good athlete, very projectable all around player, huge power potential. Very good at PG and Area Codes",2014
Luis Ortiz,Fresno State,11,6-3,220,R/R,"Fresno, CA",Rd 1 by Rangers (2014),None,San Diego Show,Up to 95 mph with a very good breaking ball at PG National. Very good at WWBA and PG AA,2014
Michael Chavis,Clemson,12,5-11,175,R/R,"Marietta, GA",Rd 1 by Red Sox (2014),Red Sox (2019),East Cobb Braves,"Hit A HR in 5 different PG tourneys. Stood out at PG WS, Showed very fast bat NUC Main. 6.68 and 90 IF at PG National. PG AA HR Derby Champ! Can flat out hit. Very goof at WWBA WC",2014
Foster Griffin,Mississippi,13,6-5,190,R/L,"Orlando, FL",Rd 1 by Royals (2014),Royals (2020),Orlando Scorpions,Keeps getting better each time we see him. Up to 92 mph at PG National. MVPitcher of 17u WWBA. PG AA,2014
Marcus Wilson,Arizona State,14,6-3,175,R/R,"Los Angeles, CA",Rd 2 Comp by Cardinals (2014),None,SGV Arsenal,"Big time all around tools. 6.5 runner 92 OF, Big power potential. Keeps getting better each time we see him. PG AA",2014
Spencer Adams,Georgia,15,6-5,190,R/R,"Cleveland, GA",Rd 2 by White Sox (2014),None,Team Elite,Arm works really well and showed low 90's heat this summer at WWBA and PG National,2014
Michael Kopech,Arizona,16,6-4,190,R/R,"Mount Pleasant, TX",Rd 1 by Red Sox (2014),White Sox (2018),Dallas Tigers,"Outstanding RHP, arm works very well, up to 94 at PG National. PG AA",2014
Scott Blewett,St. John's,17,6-6,235,R/R,"Baldwinsville, NY",Rd 2 by Royals (2014),Royals (2020),Sports Zone,"Easy low 90's with more to come. Very good at PG National, WWBA and ECP. Up to 95 mph at WWBA World Championship",2014
Ti'quan Forbes,Mississippi,18,6-4,175,R/R,"Columbia, MS",Rd 2 by Rangers (2014),None,Texas Sun Devils,"Big power potential, 6.56 runner. Very high ceiling talent. Really impressed at PG AA",2014
Braxton Davidson,North Carolina,19,6-3,215,L/L,"Arden, NC",Rd 1 by Braves (2014),None,Dirtbags,"Big strong hitter,very  good power potential, ball comes off bat different. Stood out at PG National and PG AA",2014
Jacob Bukauskas,North Carolina,20,6-1,195,R/R,"Ashburn, VA",Rd 1 by Astros (2017),Diamondbacks (2021),Evoshield Canes,New to 2014 class. Can flat out pitch. Have seen up to 93 mph and reports and even better so far this year!,2014
Mac Marshall,None,21,6-2,185,R/L,"Lilburn, GA",Rd 4 by Giants (2015),None,Team Elite,Fast arm and up to 94 mph at PG National! Very athletic and showed a potential plus breaking ball. PG AA,2014
Monte Harrison,Nebraska,22,6-2,195,R/R,"Lee's Summit, MO",Rd 2 by Brewers (2014),Marlins (2020),Marucci Elite,"Very projectable all around talent. 6.65 runner, 97 mph form the OF and bat projects well. Bat made big strides this summer. PG AA",2014
Justus Sheffield,Vanderbilt,23,6-0,190,L/L,"Tullahoma, TN",Rd 1 by Indians (2014),Yankees (2018),Tullahoma Cardinals/Knights Baseball,Loose Projectable low 90's LHP. Very good at PG National,2014
Jakson Reetz,Nebraska,24,6-1,195,R/R,"Hickman, NE",Rd 3 by Nationals (2014),Nationals (2021),Marucci Elite,"Top 2 way talent, very good hitting tools, big arm behind the plate and low 90's on mound. MVP of PG AA Game",2014
Alex Verdugo,Arizona State,25,6-1,200,L/L,"Tucson, AZ",Rd 2 by Dodgers (2014),Dodgers (2017),Chi Town Cream,Outstanding bat with good power potential and low 90's on the mound with a good breaking ball. Outstanding at PG WS and Area Codes,2014
Forrest Wall,North Carolina,26,6-0,170,L/R,"Winter Park, FL",Rd 1 Comp by Rockies (2014),None,FTB Chandler,Hit very well at ECP and very impressive at WWBA World Championship,2014
Derek Hill,Oregon,27,6-2,170,R/R,"Sacramento, CA",Rd 1 by Tigers (2014),Tigers (2020),NorCal,"Outstanding at PG National. 6.4 runner, made highlight plays in the OF and hit very well! He does it all. PG AA",2014
Cameron Varga,North Carolina,28,6-3,205,R/R,"Loveland, OH",Rd 2 by Rays (2014),None,Midland Redskins,Sat 93-95 mph at PG National. PG AA,2014
Cobi Johnson,Florida State,29,6-4,180,R/R,"Holiday, FL",Rd 29 by Angels (2017),None,FTB Mizuno,"Really interesting RHP, Low 90's at WWBA with more in arm. Plus CB really stood out at PG AA and WWBA",2014
Dylan Cease,Vanderbilt,30,6-2,180,R/R,"Milton, GA",Rd 6 by Cubs (2014),White Sox (2019),Team Elite,Lightning fast arm! Fastball up to 97 mph at PG National. 96 mph at PG AA,2014
Mitch Keller,North Carolina,31,6-3,200,R/R,"Cedar Rapids, IA",Rd 2 by Pirates (2014),Pirates (2019),HS team,Made a huge jump this spring and standing out in PG Spring League! Up to 95 mph at Spring Top. Good breaking ball potential,2014
Jack Flaherty,North Carolina,32,6-4,205,R/R,"Burbank, CA",Rd 1 by Cardinals (2014),Cardinals (2017),SGV Arsenal,"Big bat to watch, ball comes off barrel very well. Showed big power potential and ran a 6.37 at PG National. Good at PG AA",2014
Garrett Fulenchek,Dallas Baptist,33,6-3,205,R/R,"Howe, TX",Rd 2 by Braves (2014),None,None,FB up to 94 mph at WWBA WC and has shown very good breaking ball,2014
Zach Shannon,Ohio State,34,6-3,220,R/R,"Cincinnati, OH",Rd 15 by Diamondbacks (2018),None,Midland Redskins,"Ball jumps off bat, Big power potential. Also up to 94 mph on the mound with a good breaking ball. Showed outstanding CH to end PG AA Game",2014
Keith Weisenberg,Stanford,35,6-4,195,R/R,"Seminole, FL",Rd 14 by Braves (2017),None,Marucci Elite,Projectable RHP keeps getting better each time out. Up to 92 at PG National. Extremely high ceiling. 95 mph at WWBA WC,2014
Gareth Morgan,North Carolina State,36,6-4,210,R/R,"Toronto, ON",Rd 2 Comp by Mariners (2014),None,Ontario Blue Jays,"Bat really stands out, Big potential power potential, Very good at WWBA WC. Made Petco look small in PG AA BP",2014
Milton Ramos,Florida Atlantic,37,6-2,165,R/R,"Hiealea, FL",Rd 3 by Mets (2014),None,Ftb Chandler,Stood out at PG World. Very interesting all around tools. Can really play the IF. Ran a 6.53 at PG National. MVP WWBA 17u,2014
Josh Morgan,UCLA,38,5-11,180,R/R,"Corona, CA",Rd 3 by Rangers (2014),None,Trombly/GBG Marucci,"Outstanding defensive SS, very good hitting tools, MVP PG/Evoshield. Very good again at PG National",2014
Joseph Gatto,North Carolina,39,6-5,215,R/R,"Hammonton, NJ",Rd 2 by Angels (2014),None,Indiana Prospects,"Very interesting RHP, 88 at WWBA, gained 7 mph in 6 months. Now up to 94 mph at PG National with good off speed to go with it. PG AA",2014
Cody Reed,Vanderbilt,40,6-3,220,R/L,"Athens, AL",Rd 2 by Diamondbacks (2014),None,16U Knights Baseball ,"Lively upper 80's, commands well",2014
Matthew Railey,Florida State,41,5-11,195,L/L,"Tallahassee, FL",Rd 3 by Diamondbacks (2014),None,Next Level,"Outstanding athlete, very good hitting tools",2014
Keaton McKinney,Arkansas,42,6-5,220,R/R,"Ankeny, IA",Rd 28 by Mets (2014),None,HS team,Big RHP who has been up to 94 mph! Pitched very well at PG National. Also shows power with the bat. Showed outstanding CH at PG AA,2014
Devon Fisher,Virginia,43,6-1,200,R/R,"Portsmouth, VA",Rd 20 by Red Sox (2014),None,17U Richmond Braves National Team,Very good defensive catcher and power bat. Arm stood out at PG World,2014
Cole Tucker,Arizona,44,6-3,205,S/R,"Phoenix, AZ",Rd 1 by Pirates (2014),Pirates (2019),Arizona Diamondbacks Scout,Very interesting all around talent at PG National and WWBA,2014
Chase Vallot,Mississippi State,45,6-0,205,R/R,"Youngsville, LA",Rd 1 Comp by Royals (2014),None,Marucci Elite,Huge power and a big arm behind the plate. HR Derby champ at PG National. PG AA,2014
Reese Cooley,Miami,46,6-3,195,R/R,"Orange Park, FL",Rd 26 by Indians (2014),None,Orlando Scorpions,"Athletic OF, very good all around tools. Stood out at WWBA WC. Very good at PG National. Showed power potential at PG AA",2014
Carson Sands,Florida State,47,6-3,200,L/L,"Tallahassee, FL",Rd 4 by Cubs (2014),None,Orlando Scorpions Prime,"Very projectable Low 90's LHP, Good life on FB, Very good change up at PG National",2014
Jon Littell,Oklahoma State,48,6-4,190,R/R,"Stillwater, OK",Rd 37 by Dodgers (2018),None,DBAT Mustangs OK/Oklahoma Fuel,"Interesting all around player to watch, Showed huge power potential at PG National. PG AA",2014
Gregory Deichmann,Louisiana State,49,6-2,180,L/R,"Metairie, LA",Rd 2 by Athletics (2017),Cubs (2021),Marucci Elite,Showed upperdeck power at PG Jr. National. Outstanding LH bat. Showed big power once again this year at PG National. Ball comes off his bat different. PG AA,2014
Stone Garrett,Rice,50,6-2,190,R/R,"Sugar Land, TX",Rd 8 by Marlins (2014),None,Houston Banditos,"Outstanding hitter, ball flies off his barrel, also very good athlete. Stood out at PG, WWBA and Area Codes. Ran a 6.4 at PG National. PG AA",2014
Brendan Rodgers,Florida State,1,6-2,185,R/R,"Longwood, FL",Rd 1 by Rockies (2015),Rockies (2019),Orlando Scorpions Prime,"Outstanding at PG National. Very good bat-speed, Ball flies off his barrel. PG AA. Huge potential with the bat. Outstanding at WWBA and led the Orlando Scorpions to 3 rings in 2013! Outstanding defensively",2015
Dazmon Cameron,Florida State,2,6-1,186,R/R,"McDonough, GA",Rd 1 Comp by Astros (2015),Tigers (2020),East Cobb Astros 18,Outstanding all around talent. Potential 5 tool player. Very good at PG National and WWBA. Stood out at NUC Main Event. Can flat out hit. PG AA,2015
Justin Hooper,UCLA,3,6-8,238,R/L,"San Ramon, CA",Rd 14 by Royals (2019),None,None,Up to 97 at PG AA Game. Extremely high ceiling LHP. Showed dominant stuff at PG Sunshine West Showcase. FB up to 95 mph and good breaking ball to go with it,2015
Kolby Allard,UCLA,4,6-2,175,L/L,"San Clemente, CA",Rd 1 by Braves (2015),Braves (2018),So Cal Renegades,"Absolutely dominant at PG AA Game. Easy mid 90's FB, Commands all his pitches. Good breaking ball and change up",2015
Nicholas Shumpert,None,5,6-0,180,R/R,"Lone Tree, CO",Rd 7 by Tigers (2015),None,Prospects National Team,Has shown all the tools to be a big time all around player. Keeps getting better each time we see him. Always performs PG AA. Showed big 5 tool potential at PG World,2015
Tyler Stephenson,Georgia Tech,6,6-4,210,R/R,"Kennesaw, GA",Rd 1 by Reds (2015),Reds (2020),East Cobb Astros 16u,Big power at PG HS Showdown and at PG Park all spring. Bat stands out. Showed good power potential at WWBA and low 90's on the mound,2015
Ashe Russell,Texas A&M,7,6-4,195,R/R,"Indianapolis, IN",Rd 1 by Royals (2015),None,Evoshield Canes,Arm really works well and up to 95 mph at PG National. Good breaking ball as well. MVPitcher of 17u WWBA PG AA. Up to 96 at 17u PG WS,2015
Trenton Grisham,Texas Tech,8,6-0,200,L/L,"Fort Worth, TX",Rd 1 by Brewers (2015),Brewers (2019),None,Can flat out hit with outstanding speed. PG AA,2015
Kyle Tucker,Florida,9,6-4,175,L/R,"Tampa, FL",Rd 1 by Astros (2015),Astros (2018),All American Prospects,Smooth easy left handed stroke. he can really hit. PG AA,2015
Mike Nikorak,Alabama,10,6-5,205,R/R,"Stroudsburg, PA",Rd 1 Comp by Rockies (2015),None,Evoshield Canes 17U,Big RHP ran his fastball up to 97 mph at PG National. PG AA,2015
Garrett Whitley,Wake Forest,11,6-1,195,R/R,"Niskayuna, NY",Rd 1 by Rays (2015),None,Schenectady City Indians,Great athlete and showed big bat speed at ECP and Area Code Games,2015
Juan Hillman,UCF,12,6-2,183,L/L,"Haines City, FL",Rd 2 by Indians (2015),None,FTB,Keeps getting better and projects for more. Easy 90 mph and good offspeed and command to go with it. Dominant at PG World. Up to 92 at PG National. PG AA Lights out in Jupiter very good CB,2015
Donny Everett,Vanderbilt,13,6-2,220,R/R,"Clarksville, TN",Rd 29 by Brewers (2015),None,None,Big Power RHP was up to 97 at WWBA WC. PG AA,2015
Cornelius Randolph,Clemson,14,6-1,190,L/R,"Griffin, GA",Rd 1 by Phillies (2015),None,HomePlate Chilli Dogs/Maldonado,Very impressive at PG National. Bat stood out at WWBA PG AA. Very good at WWBA WC,2015
Austin Smith,Florida Atlantic,15,6-4,215,R/R,"Boynton Beach, FL",Rd 2 by Padres (2015),None,Easton Rockets,Very live arm and up to 93 at PG National. Throws easy with a very high ceiling. FB up to 96 at PG AA,2015
Beau Burrows,Texas A&M,16,6-2,200,R/R,"Weatherford, TX",Rd 1 by Tigers (2015),Tigers (2020),Evoshield Canes,"Topped at 82 in 2011, 89 mph in 2012, Now up to 96 mph! MVPitcher 17u WWBA PG AA. Very good at WWBA WC",2015
Chris Betts,Tennessee,17,6-2,220,L/R,"Long Beach, CA",Rd 2 by Rays (2015),None,CBA Marucci,"High level LH bat. Very good game at bats. Lots of game HR's at PG. Mashed at 17u WWBA PG AA, Showed huge power potential at Cal Underclass",2015
Josh Naylor,Texas Tech,18,6-1,225,L/L,"Mississauga, ON",Rd 1 by Marlins (2015),Padres (2019),Canada Junior National Team/Ontario Blue Jays,Showed huge power and a big arm at PG National. Big power potential. 108 off his bat in Jupiter and multiple HR's. Ball flies off his barrel,2015
Ke'Bryan Hayes,Tennessee,19,6-1,207,R/R,"Tomball, TX",Rd 1 Comp by Pirates (2015),Pirates (2020),Team DeMarini Hayes,High level talent. Stood out at WWBA and PG National. Great plan at the plate. PG AA. Good potential on the mound as well,2015
Nick Plummer,Kentucky,20,5-11,200,L/L,"Lathrup Village, MI",Rd 1 by Cardinals (2015),None,Motor City Hitdogs,Bat really stood out at ECP and Area Codes. Very high level hitter,2015
Tyler Nevin,UCLA,21,6-3,200,R/R,"Poway, CA",Rd 1 Comp by Rockies (2015),Orioles (2021),CA BB Academy - CBA Marucci,Coming back strong from injury! Bat really standing out!,2015
Drew Finley,Southern California,22,6-3,200,R/R,"San Diego, CA",Rd 3 by Yankees (2015),None,San Diego Show,Can really pitch and FB reaches the low 90's. PG AA,2015
Dakota Chalmers,Georgia,23,6-3,175,R/R,"Gainesville, GA",Rd 3 by Athletics (2015),None,None,FB up to 94 mph and very good breaking ball to go with it.,2015
Demi Orimoloye,Oregon,24,6-4,225,R/R,"Orleans, ON",Rd 4 by Brewers (2015),None,Team Canada/Ottawa Canadians,Big potential with the bat. Fantastic at Area Code Games very good at WWBA WC,2015
Triston McKenzie,Vanderbilt,25,6-5,160,R/R,"Royal Palm Beach, FL",Rd 1 Comp by Indians (2015),Indians (2020),Easton Rockets17u,"Extremely high ceiling. 80 mph in 2012, 87 in 2013 now up to 92 at PG National with more to come! PG AA. Sky is the limit for him",2015
Jahmai Jones,North Carolina,26,6-0,210,R/R,"Roswell, GA",Rd 2 by Angels (2015),Angels (2020),Georgia Roadrunners,Very good all around player. Hitting tools stood out at WWBA. Impressed at PG National. PG AA,2015
Jalen Miller,Clemson,27,6-1,185,R/R,"Atlanta, GA",Rd 3 by Giants (2015),None,18U East Cobb Astros,Very good at PG National. Great defensive SS and can hit!,2015
Luken Baker,TCU,28,6-4,260,R/R,"Spring, TX",Rd 2 Comp by Cardinals (2018),None,Twelve Baseball,"Another big strong Texas RHP was up to 95 mph at PG National, Equally talented as a RH hitting power hitter. Huge power potential. Nice swing and make very hard contact. PG AA",2015
Nick Neidert,South Carolina,29,6-1,185,R/R,"Lawrenceville, GA",Rd 2 by Mariners (2015),Marlins (2020),Team Elite Prime,Can flat out pitch. FB up to 93 mph at PG National. Up to 94 at WWBA. Dominant and up to 96 in Jupiter,2015
Mitchell Hansen,Stanford,30,6-4,197,L/L,"Plano, TX",Rd 2 by Dodgers (2015),None,FTB Chandler,Showed huge potential with the bat at PG National. Very good athlete with big all around potential. PG AA,2015
Thomas Szapucki,Florida,31,6-2,190,L/L,"Palm Beach Gardens, FL",Rd 5 by Mets (2015),Mets (2021),All American Prospects,Pitches in the low 90's with very sharp breaking ball,2015
Antonio Santillan,Texas Tech,32,6-3,195,R/R,"Arlington, TX",Rd 2 by Reds (2015),Reds (2021),None,Low to better 90's on the mound. Good breaking ball. Also good SS and bat,2015
Kep Brown,UNC-Wilmington,33,6-7,230,R/R,"Mount Pleasant, SC",Rd 10 by Cardinals (2015),None,Atlanta Blue Jays,Crushed balls at PG National. PG AA. Bat stood out at WWBA and PG WS. Very good hitting tools now that really project well. Showed huge power at NUC Main,2015
Ryan Mountcastle,UCF,34,6-4,180,R/R,"Oviedo, FL",Rd 1 Comp by Orioles (2015),Orioles (2020),FTB Chandler 17u,"Big power potential, showed well at WWBA and PG National. Always hits PG AA",2015
Tristan Beck,Stanford,35,6-4,160,R/R,"Corona, CA",Rd 4 by Braves (2018),None,None,Easy low 90's with more to come,2015
Wesley Rodriguez,Pittsburgh,36,5-11,200,R/R,"Bronx, NY",Rd 12 by Diamondbacks (2015),None,Team Citius,Very good hitting tools and up to 93 mph on the mound at PG National. Impressed at WWBA. Up to 95 and pitched very well at WWBA WC. Coming out throwing even harder this spring,2015
Greg Pickett,Mississippi State,37,6-4,212,L/R,"Aurora, CO",Rd 8 by Phillies (2015),None,Chandler World,Ball sounds different off his bat. Mashed at 17u WWBA. PG AA Very good at PG NationalShowed huge power potential at WWBA Underclass. Power impressed again at NUC Main,2015
Daniel Reyes,Florida,38,6-2,200,R/R,"Miami Springs, FL",Rd 28 by Tigers (2018),None,South Florida Elite Squad,Showed big power potential at PG National. Bat stood out at WWBA events. PG AA,2015
Tristin English,Georgia Tech,39,6-3,214,R/R,"Williamson, GA",Rd 3 by Diamondbacks (2019),None,Home Plate Chili Dogs 17U,Up to 94 mph at PG National with good secondary offerings. Also very good behind the plate. Up to 95 at WWBA PG AA,2015
Alonzo Jones,Vanderbilt,40,5-10,192,S/R,"Columbus, GA",Rd 25 by Athletics (2018),None,East Cobb Astros,Ran a 6.17 60 at PG National!. Good hitting tools. Showed very well with bat at PG AA Game with power from both sides of the plate,2015
Cadyn Grenier,Oregon State,41,5-11,180,R/R,"Henderson, NV",Rd 1 by Orioles (2018),None,LV Titans/Trombly Baseball/WC Mariners,Very good all around player. Bat really projects and outstanding defender. PG AA,2015
Christopher Chatfield,South Florida,42,6-3,214,L/L,"Riverview, FL",Rd 23 by Padres (2015),None,Bullets Baseball,Showed very good tools PG. Really projects. Bat is really coming on. PG AA. High Ceiling,2015
Devin Davis,Loyola Marymount,43,6-2,210,R/R,"Santa Clarita, CA",Rd 25 by Rays (2015),None,Chandler World Team,Big time hitter. Just hammers balls each time we see him. Good around the bag at 1st as well. PG AA,2015
Ryan Johnson,Kentucky,44,6-3,220,L/R,"College Station, TX",None,None,Evoshield Canes,Outstanding hitting tools and big power potential. Also up to 94 mph on the mound,2015
"Dexter ""DJ"" Neal",South Carolina,45,6-3,210,R/R,"Lithonia, GA",Rd 26 by Blue Jays (2017),None,GBSA Rays,Showed real interesting power potential at multiple WWBA events. Outstanding at PG World 6.6 runner 94 OF and continued to show big power potential,2015
Eric Jenkins,UNC-Wilmington,46,6-2,165,L/R,"Chadbourn, NC",Rd 2 by Rangers (2015),None,Dirtbags,Very athletic OF with very interesting hitting tools,2015
Kyle Molnar,UCLA,47,6-3,205,R/R,"Aliso Viejo, CA",Rd 25 by Cardinals (2015),None,CBA Marucci,Up to 94 at PG National. Outstanding at PG National Games. Easy low 90's already and projects very well. 93 @ WWBA WC. PG AA,2015
Joe DeMers,Washington,48,6-2,215,R/R,"Martinez, CA",Rd 11 by Athletics (2018),None,Danville Zoots,Up to 95 at PG National with good offspeed to go with it! Up to 96 at PG AA Game,2015
Ryan Cole McKay,Abilene Christian,49,6-5,205,S/R,"Spring Branch, TX",Rd 30 by Tigers (2015),None,Houston Banditos,Dominant at PG National. FB up to 94 mph. PG AA,2015
Brady Singer,Florida,50,6-5,180,R/R,"Leesburg, FL",Rd 1 by Royals (2018),Royals (2020),Chet Lemons Juice,Low 90's at PG National. Can really pitch. Very good at WWBA WC,2015
Jason Groome,None,1,6-6,180,L/L,"Barnegat, NJ",Rd 1 by Red Sox (2016),None,Tri-State Arsenal,"Just a special, special arm, Easy mid 90's and touches upper 90's, Good CB, can pitch. Dominant at WWBA. PG AA Very good at PG NationalMVPitcher of WWBA 15u.",2016
